Temps;I;Temps;EA0;Temps;EA1
0.000301;-0.076394656052192;0.000301;-0.024296760559082;0.000301;0.381746180355549
0.000302;-0.0714232226212819;0.000302;-0.0094207376241684;0.000302;0.381746180355549
0.000303;-0.0780518005291621;0.000303;0.0104139596223831;0.000303;0.391674570739269
0.000304;-0.0813660894831022;0.000304;0.0252899825572968;0.000304;0.40160296112299
0.000305;-0.0913089563449224;0.000305;0.0451246798038483;0.000305;0.41153135150671
0.000306;-0.0879946673909823;0.000306;0.0649593770503998;0.000306;0.426423937082291
0.000307;-0.0929661008218924;0.000307;0.0847940742969513;0.000307;0.441316522657871
0.000308;-0.102908967683713;0.000308;0.109587445855141;0.000308;0.461173303425312
0.000309;-0.0813660894831022;0.000309;0.119504794478416;0.000309;0.476065889000893
0.00031;-0.074737511575222;0.00031;0.144298166036606;0.00031;0.495922669768333
0.000311;-0.0780518005291621;0.000311;0.154215514659882;0.000311;0.505851060152054
0.000312;-0.073080367098252;0.000312;0.164132863283157;0.000312;0.515779450535774
0.000313;-0.0697660781443119;0.000313;0.179008886218071;0.000313;0.530672036111355
0.000314;-0.0614803557594617;0.000314;0.20380225777626;0.000314;0.555493012070656
0.000315;-0.0697660781443119;0.000315;0.213719606399536;0.000315;0.575349792838097
0.000316;-0.0797089450061321;0.000316;0.238512977957726;0.000316;0.600170768797398
0.000317;-0.073080367098252;0.000317;0.248430326581001;0.000317;0.624991744756699
0.000318;-0.0863375229140123;0.000318;0.263306349515915;0.000318;0.644848525524139
0.000319;-0.0780518005291621;0.000319;0.283141046762466;0.000319;0.674633696675301
0.00032;-0.0813660894831022;0.00032;0.302975744009018;0.00032;0.704418867826462
0.000321;-0.0830232339600722;0.000321;0.322810441255569;0.000321;0.739168234169483
0.000322;-0.074737511575222;0.000322;0.342645138502121;0.000322;0.773917600512505
0.000323;-0.0714232226212819;0.000323;0.352562487125397;0.000323;0.798738576471806
0.000324;-0.0631375002364318;0.000324;0.362479835748672;0.000324;0.823559552431107
0.000325;-0.0548517778515816;0.000325;0.372397184371948;0.000325;0.858308918774128
0.000326;-0.0515374888976415;0.000326;0.3922318816185;0.000326;0.893058285117149
0.000327;-0.0482231999437014;0.000327;0.402149230241776;0.000327;0.927807651460171
0.000328;-0.0531946333746115;0.000328;0.421983927488327;0.000328;0.967521212995052
0.000329;-0.0432517665127913;0.000329;0.436859950423241;0.000329;1.00723477452993
0.00033;-0.0465660554667314;0.00033;0.446777299046516;0.00033;1.04198414087296
0.000331;-0.0614803557594617;0.000331;0.471570670604706;0.000331;1.09162609279156
0.000332;-0.0581660668055216;0.000332;0.486446693539619;0.000332;1.1363038495183
